Date,Day,Time,Category,Item,Qty,Payment Method,Total Sales,Gross Sales,Net Sales,Tax,,,,,,Notes,Token,Transaction ID,Payment ID,Details
Jun-18-23,-Sunday-,11:25:am,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,TrBtRHtjjFMSOfW86pIBxkteV,HRdHIzSQR4cXef2e3SFtiJfsvaB,https://app.squareup.com/dashboard/sales/transactions/TrBtRHtjjFMSOfW86pIBxkteV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,11:35:am,Admission,Admission Adult,2,Card,$17.92,$16.00,$16.00,$1.92,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,Re35o5lUHbzMBmTCdKXoVSueV,rbdp2eQz6KTglXbJGLHFOUu8uaB,https://app.squareup.com/dashboard/sales/transactions/Re35o5lUHbzMBmTCdKXoVSueV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,11:35:am,Admission,Admission Child,3,Card,$16.80,$15.00,$15.00,$1.80,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,Re35o5lUHbzMBmTCdKXoVSueV,rbdp2eQz6KTglXbJGLHFOUu8uaB,https://app.squareup.com/dashboard/sales/transactions/Re35o5lUHbzMBmTCdKXoVSueV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,11:39:am,Admission,Admission ADULT,2,Cash,$17.92,$16.00,$16.00,$1.92,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,1eA2o2aQWp6quF7faVjPnFneV,LnXRPe2yL1QOiwVwN9sMZArDuaB,https://app.squareup.com/dashboard/sales/transactions/1eA2o2aQWp6quF7faVjPnFneV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,11:39:am,Admission,Admission Child,4,Cash,$22.40,$20.00,$20.00,$2.40,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,1eA2o2aQWp6quF7faVjPnFneV,LnXRPe2yL1QOiwVwN9sMZArDuaB,https://app.squareup.com/dashboard/sales/transactions/1eA2o2aQWp6quF7faVjPnFneV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,11:57:am,Admission,Admission Adult,1,Cash,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,58mUHJibx1ZIqjhdhCKERR7eV,9ENlwsvz2oyj1kNSRI8xwj6ouaB,https://app.squareup.com/dashboard/sales/transactions/58mUHJibx1ZIqjhdhCKERR7eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,12:02:pm,Admission,Admission Adult,2,Card,$17.92,$16.00,$16.00,$1.92,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,1Yta4Zz0Mui0NdjAIujNqkmeV,fDYtNXdm5D4mY5nfCtmi28y9taB,https://app.squareup.com/dashboard/sales/transactions/1Yta4Zz0Mui0NdjAIujNqkmeV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,12:22:pm,Admission,Admission Adult,2,Card,$17.92,$16.00,$16.00,$1.92,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,hKJZ4Di3E70FlItznri3KMpeV,vjy8Vt9XNJmYiskZzYCKmxiTuaB,https://app.squareup.com/dashboard/sales/transactions/hKJZ4Di3E70FlItznri3KMpeV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,12:28:pm,Admission,Admission Adult,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,1S6k3kN5KWz1Mqb3UHkMxqzeV,fpf5AWEUlJdWPavAR2kmHKVLuaB,https://app.squareup.com/dashboard/sales/transactions/1S6k3kN5KWz1Mqb3UHkMxqzeV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,12:34:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,Dr7wTKl2V4FoyFdoUoasp57eV,VU3LdobOWLvBQXt5Q9jF4VDzuaB,https://app.squareup.com/dashboard/sales/transactions/Dr7wTKl2V4FoyFdoUoasp57eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,12:52:pm,Admission,Admission Family Annual Pass,1,Card,$89.60,$80.00,$80.00,$9.60,,,,,,,UARJ4OKBMJDE4KZWJR3U7H3A,rFkTbi7ThOkXzc3UUZeEHX1eV,dyuaovrr6Ka2Vw7pUj2BgQTNuaB,https://app.squareup.com/dashboard/sales/transactions/rFkTbi7ThOkXzc3UUZeEHX1eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,1:11:pm,Admission,Admission ADULT,2,Card,$17.92,$16.00,$16.00,$1.92,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,56RezcdBD1ewAQSQMLoxO97eV,dS2EPBUwF31roGFjtRep4UP3vaB,https://app.squareup.com/dashboard/sales/transactions/56RezcdBD1ewAQSQMLoxO97eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,1:11:pm,Admission,Admission Child,1,Card,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,56RezcdBD1ewAQSQMLoxO97eV,dS2EPBUwF31roGFjtRep4UP3vaB,https://app.squareup.com/dashboard/sales/transactions/56RezcdBD1ewAQSQMLoxO97eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,1:13:pm,Admission,Admission Adult,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,JgqbXObu8srlUVyJGylNWjmeV,xAm1KURnzjZcQxLJ1KS8IM8dvaB,https://app.squareup.com/dashboard/sales/transactions/JgqbXObu8srlUVyJGylNWjmeV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,1:13:pm,Admission,Admission Child,1,Card,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,JgqbXObu8srlUVyJGylNWjmeV,xAm1KURnzjZcQxLJ1KS8IM8dvaB,https://app.squareup.com/dashboard/sales/transactions/JgqbXObu8srlUVyJGylNWjmeV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,1:13:pm,Admission,Admission Child,2,Cash,$11.20,$10.00,$10.00,$1.20,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,zxyGaeoHhy8AsysW3O7cwAieV,jjnhHj38YgpfK0QjRc9BDHxfuaB,https://app.squareup.com/dashboard/sales/transactions/zxyGaeoHhy8AsysW3O7cwAieV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,1:16:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,VYBejb5IjWpsFYAymZCQdbveV,XRBth3c4nJqxa9nhhOdCPTrzuaB,https://app.squareup.com/dashboard/sales/transactions/VYBejb5IjWpsFYAymZCQdbveV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,1:16:pm,Admission,Admission Child,1,Card,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,VYBejb5IjWpsFYAymZCQdbveV,XRBth3c4nJqxa9nhhOdCPTrzuaB,https://app.squareup.com/dashboard/sales/transactions/VYBejb5IjWpsFYAymZCQdbveV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,1:29:pm,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,legiveG3kilCBpOzyVEE6cmeV,No7J4ZtA0VbP1ElAwLCYKhX2vaB,https://app.squareup.com/dashboard/sales/transactions/legiveG3kilCBpOzyVEE6cmeV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,1:45:pm,Admission,Admission Adult,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,LdM7yapzDWvyUEGD30uyuL3eV,vB7ZjuOV6yf6rqAaZuMCZnkSvaB,https://app.squareup.com/dashboard/sales/transactions/LdM7yapzDWvyUEGD30uyuL3eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,2:01:pm,Admission,Admission Adult,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,vvM3m13V2x95kS9fMnUbJm3eV,tUXaz07wjnVpvsiyEY4yJ0TSuaB,https://app.squareup.com/dashboard/sales/transactions/vvM3m13V2x95kS9fMnUbJm3eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,2:01:pm,Admission,Admission Child,1,Card,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,vvM3m13V2x95kS9fMnUbJm3eV,tUXaz07wjnVpvsiyEY4yJ0TSuaB,https://app.squareup.com/dashboard/sales/transactions/vvM3m13V2x95kS9fMnUbJm3eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,2:11:pm,Admission,Admission Adult,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,NYhFpCgJidPBSjeTA8cctA5eV,Pz2kQlmAidr58XUCYtcLNOxDuaB,https://app.squareup.com/dashboard/sales/transactions/NYhFpCgJidPBSjeTA8cctA5eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,2:11:pm,Admission,Admission Child,2,Card,$11.20,$10.00,$10.00,$1.20,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,NYhFpCgJidPBSjeTA8cctA5eV,Pz2kQlmAidr58XUCYtcLNOxDuaB,https://app.squareup.com/dashboard/sales/transactions/NYhFpCgJidPBSjeTA8cctA5eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,2:13:pm,Admission,Admission Adult,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,H3UeRim6ayRQgsowTNYdce1eV,ztYZxmSTz12GJX3ACA4UtIXhuaB,https://app.squareup.com/dashboard/sales/transactions/H3UeRim6ayRQgsowTNYdce1eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,2:14:pm,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,NAZ5eyBhikMPukVbrDFxoX0eV,5800t6iAwfN7rD0rlpzpdbY7taB,https://app.squareup.com/dashboard/sales/transactions/NAZ5eyBhikMPukVbrDFxoX0eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,2:15:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,f3eAOIXd1L6hWD4D8gk18N0eV,vbYPQponWq1yILk7FLrpt0euuaB,https://app.squareup.com/dashboard/sales/transactions/f3eAOIXd1L6hWD4D8gk18N0eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,2:15:pm,Admission,Admission Child,1,Card,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,f3eAOIXd1L6hWD4D8gk18N0eV,vbYPQponWq1yILk7FLrpt0euuaB,https://app.squareup.com/dashboard/sales/transactions/f3eAOIXd1L6hWD4D8gk18N0eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,2:38:pm,Admission,Admission Adult,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,T1yJOeEPXnOaunlklxz4riseV,FYZBvnR9EQzAD7N04MGVJo1qvaB,https://app.squareup.com/dashboard/sales/transactions/T1yJOeEPXnOaunlklxz4riseV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,2:38:pm,Admission,Admission Child,1,Card,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,T1yJOeEPXnOaunlklxz4riseV,FYZBvnR9EQzAD7N04MGVJo1qvaB,https://app.squareup.com/dashboard/sales/transactions/T1yJOeEPXnOaunlklxz4riseV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,2:58:pm,Admission,Admission Adult,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,DlCXqZHHjnjHOzuFZ5NyAYgeV,piPYIjAyunOQJgI81kNPGUNBwaB,https://app.squareup.com/dashboard/sales/transactions/DlCXqZHHjnjHOzuFZ5NyAYgeV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,2:58:pm,Admission,Admission Adult,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,dMDNOOLHZUyCDBBF1FL7TPveV,ndJs7r3iISheyfMkSo3ZjLnEvaB,https://app.squareup.com/dashboard/sales/transactions/dMDNOOLHZUyCDBBF1FL7TPveV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,3:00:pm,Admission,Admission Adult,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,tILuFHVvrTwqqr1jCTwdd94eV,F64oZak8Jc2x2bX168Rwr0wGvaB,https://app.squareup.com/dashboard/sales/transactions/tILuFHVvrTwqqr1jCTwdd94eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,3:03:pm,Admission,Admission Adult,2,Cash,$17.92,$16.00,$16.00,$1.92,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,3NtzFq2879LqvSBSCs19iZleV,lcdQ0Bw0RcRVRYNJzWgUlzL5taB,https://app.squareup.com/dashboard/sales/transactions/3NtzFq2879LqvSBSCs19iZleV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,3:10:pm,Admission,Admission Child,1,Cash,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,lMLi6wHdCB2wTIxyOvvzXsneV,zDP7VfvR644Lh5NF1U7VCmnnuaB,https://app.squareup.com/dashboard/sales/transactions/lMLi6wHdCB2wTIxyOvvzXsneV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,3:29:pm,Admission,Admission Adult,1,Cash,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,NkD9Q3ijuAsu3Chsw4p4nE7eV,1Az6XnDPGfR5yiNTBmzxFssXvaB,https://app.squareup.com/dashboard/sales/transactions/NkD9Q3ijuAsu3Chsw4p4nE7eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,3:31:pm,Admission,Admission Adult,1,Cash,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,ZogQoqYQZk0h0RLnRvEg5y8eV,fVnozsHEb5xS3qSs2cmnFaYDuaB,https://app.squareup.com/dashboard/sales/transactions/ZogQoqYQZk0h0RLnRvEg5y8eV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,3:39:pm,Admission,Admission Adult,2,Card,$17.92,$16.00,$16.00,$1.92,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,1m6TvrXi3omzSBN02Zsv9AgeV,FklG8RLvbHBmpIrX7w2F5zO8taB,https://app.squareup.com/dashboard/sales/transactions/1m6TvrXi3omzSBN02Zsv9AgeV/by-unit/LK5YHD455SWY6
Jun-18-23,-Sunday-,3:45:pm,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,tm8fdbVki4L1O8rZ0XMBIgleV,xCD7eCsnCsCPSmEOw5FbeVBruaB,https://app.squareup.com/dashboard/sales/transactions/tm8fdbVki4L1O8rZ0XMBIgleV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,10:16:am,Admission,Admission Child,1,Cash,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,DrDyY1DVtw8rpJxBmtgoB9feV,JIM140Y1Ei1XOk7zA85DQzp7vaB,https://app.squareup.com/dashboard/sales/transactions/DrDyY1DVtw8rpJxBmtgoB9feV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,10:23:am,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,LX9nPIruF8Kv6j8avAnlS61eV,bvPd7Wx80b030cuf0lZSGwVnvaB,https://app.squareup.com/dashboard/sales/transactions/LX9nPIruF8Kv6j8avAnlS61eV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,10:23:am,Admission,Admission Child,2,Card,$11.20,$10.00,$10.00,$1.20,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,LX9nPIruF8Kv6j8avAnlS61eV,bvPd7Wx80b030cuf0lZSGwVnvaB,https://app.squareup.com/dashboard/sales/transactions/LX9nPIruF8Kv6j8avAnlS61eV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,10:24:am,Admission,Admission Child,1,Cash,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,XdlhyQRgkcI481mKN3DIF6ueV,zfr0YsP7obtJ8GU8X59U3a4guaB,https://app.squareup.com/dashboard/sales/transactions/XdlhyQRgkcI481mKN3DIF6ueV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,10:27:am,Admission,Admission Child,1,Card,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,B4emjeJzSySl8aKyR5rdo40eV,Rg6b8xumzKq3O1WLIRz13Kz1vaB,https://app.squareup.com/dashboard/sales/transactions/B4emjeJzSySl8aKyR5rdo40eV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,10:38:am,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,rFOMte9rUzwvCQgpZG2pveqeV,5c6H56Shn9sfP5ZBSRqUf4XAvaB,https://app.squareup.com/dashboard/sales/transactions/rFOMte9rUzwvCQgpZG2pveqeV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,10:45:am,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,zvZoRmUcPXQBMLkGotPQ3R1eV,hapqW1S4Sobdb2GyHIbMHKiqvaB,https://app.squareup.com/dashboard/sales/transactions/zvZoRmUcPXQBMLkGotPQ3R1eV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,11:07:am,Admission,Admission ADULT,1,Cash,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,dQRp9ymiZLYgiGXc5UKysdmeV,tUj6cmBQk6DmveDt1LDFSSHyuaB,https://app.squareup.com/dashboard/sales/transactions/dQRp9ymiZLYgiGXc5UKysdmeV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,11:07:am,Admission,Admission Child,1,Cash,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,dQRp9ymiZLYgiGXc5UKysdmeV,tUj6cmBQk6DmveDt1LDFSSHyuaB,https://app.squareup.com/dashboard/sales/transactions/dQRp9ymiZLYgiGXc5UKysdmeV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,11:14:am,Admission,Admission Adult,2,Cash,$17.92,$16.00,$16.00,$1.92,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,ZsIh3CGN7oGA1mCVdFByg1peV,pAK037BUtoX1zCPJjwhdvwruvaB,https://app.squareup.com/dashboard/sales/transactions/ZsIh3CGN7oGA1mCVdFByg1peV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,11:15:am,Admission,Admission Adult,1,Cash,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,vl18nCdT7uiNdpHYWDxib90eV,v57FY0PjmVFX1c4Hysrq4sbdvaB,https://app.squareup.com/dashboard/sales/transactions/vl18nCdT7uiNdpHYWDxib90eV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,11:50:am,Admission,Admission Adult,1,Cash,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,9IZbfnLJdIeLvfHfvHfmRDseV,5U46aIhIPplBbEJC3M1BDWEOuaB,https://app.squareup.com/dashboard/sales/transactions/9IZbfnLJdIeLvfHfvHfmRDseV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,11:56:am,Admission,Admission Family day pass,1,Card,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,hy7eZEnS1iosfADKL105HnjeV,hw44MXfl4Ddpq1Kqmv91es4WvaB,https://app.squareup.com/dashboard/sales/transactions/hy7eZEnS1iosfADKL105HnjeV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,12:09:pm,Admission,Admission ADULT,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,1f168eb7-6e2e-409a-9daf-4b514ad533a8,VsRdVzAiwccSyWLzROo4Q19eV,vTUd79x5Xf29bzXyufj1NHM4uaB,https://app.squareup.com/dashboard/sales/transactions/VsRdVzAiwccSyWLzROo4Q19eV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,12:24:pm,Admission,Admission Adult,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,hE865cPG5dnQz9c9oNUs9NseV,nh5Lrf0XbahVjLUM7EntiNcFuaB,https://app.squareup.com/dashboard/sales/transactions/hE865cPG5dnQz9c9oNUs9NseV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,12:24:pm,Admission,Admission Child,1,Card,$5.60,$5.00,$5.00,$0.60,,,,,,,IAGAJ4HEFZS2LK6TBQWNBQGW,hE865cPG5dnQz9c9oNUs9NseV,nh5Lrf0XbahVjLUM7EntiNcFuaB,https://app.squareup.com/dashboard/sales/transactions/hE865cPG5dnQz9c9oNUs9NseV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,12:27:pm,Admission,Admission Family day pass,1,Cash,$22.40,$20.00,$20.00,$2.40,,,,,,,TIOMCIEQ2JEIZ7EYDF5KKM2U,dwBZjvzs6QIU6NvXF5rA1aqeV,papxTWcklmZT4SvDvIn2NpURvaB,https://app.squareup.com/dashboard/sales/transactions/dwBZjvzs6QIU6NvXF5rA1aqeV/by-unit/LK5YHD455SWY6
Jun-19-23,-Monday-,12:30:pm,Admission,Admission Adult,1,Card,$8.96,$8.00,$8.00,$0.96,,,,,,,EDGWNJ5WNEYRPNVL3E4E3SQL,FIvjJL5uYkkEdydwBvh3ypmeV,1cNY1qOegm2rg9KQg5SKaKeAvaB,https://app.squareup.com/dashboard/sales/transactions/FIvjJL5uYkkEdydwBvh3ypmeV/by-unit/LK5YHD455SWY6
