Date,Time,Time Zone,Category,Item,Qty,Price Point Name,SKU,Modifiers Applied,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Payment ID,Device Name,Notes,Details,Event Type,Location,Dining Option,Customer ID,Customer Name,Customer Reference ID,Unit,Count,Itemization Type,Fulfillment Note,Channel,Token,Card Brand,PAN Suffix
2025-09-28,14:08:53,America/Vancouver,Gift Shop,Admission - CHILD FREE,3.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,X9rW9L5fXmqK8S9nNPWWKPKbZyNZY,NkX29ETd8wSyYU2HnUSpfDgI6EMZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/X9rW9L5fXmqK8S9nNPWWKPKbZyNZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,3,Physical Good,"",Atlin Promenade,6XEY6DXE2BYJNONTAYWA3C7W,"",""
2025-09-28,13:56:56,America/Vancouver,Gift Shop,Admission - ADULT FREE,3.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,9cpAOSpDiH9DPhjNcbQgq7RLmgWZY,HFFUxstBImDHVU63AGw47KKRWCZZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/9cpAOSpDiH9DPhjNcbQgq7RLmgWZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,3,Physical Good,"",Atlin Promenade,22YA27FBEPLRSELQ3HGZ2LAR,"",""
2025-09-28,13:48:10,America/Vancouver,Gift Shop,Admission - ADULT FREE,3.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,fHO0UdyPPX6ij5g92mDexpx7YRVZY,PNPI9g6pS6DsveVknev1vJMPpGFZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/fHO0UdyPPX6ij5g92mDexpx7YRVZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,3,Physical Good,"",Atlin Promenade,22YA27FBEPLRSELQ3HGZ2LAR,"",""
2025-09-28,13:19:31,America/Vancouver,Gift Shop,Admission - CHILD FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,nlN3nqluP6j3QLBLljhLA5ObGTbZY,N4RMYCD98AelTgoFUPiJPJvwwM6YY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/nlN3nqluP6j3QLBLljhLA5ObGTbZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,6XEY6DXE2BYJNONTAYWA3C7W,"",""
2025-09-28,13:19:31,America/Vancouver,Gift Shop,Admission - ADULT FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,nlN3nqluP6j3QLBLljhLA5ObGTbZY,N4RMYCD98AelTgoFUPiJPJvwwM6YY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/nlN3nqluP6j3QLBLljhLA5ObGTbZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,22YA27FBEPLRSELQ3HGZ2LAR,"",""
2025-09-28,13:19:31,America/Vancouver,Gift Shop,Admission - CHILD FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,nlN3nqluP6j3QLBLljhLA5ObGTbZY,N4RMYCD98AelTgoFUPiJPJvwwM6YY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/nlN3nqluP6j3QLBLljhLA5ObGTbZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,6XEY6DXE2BYJNONTAYWA3C7W,"",""
2025-09-28,13:19:06,America/Vancouver,Gift Shop,Admission - ADULT FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,3BffznDSWOTex19bv7PK1mvICZJZY,vL4j8j8QyoQGlly6RS1oSon0JQcZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/3BffznDSWOTex19bv7PK1mvICZJZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,22YA27FBEPLRSELQ3HGZ2LAR,"",""
2025-09-28,12:41:34,America/Vancouver,Gift Shop,Admission - ADULT FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,DlCJjvOD6S7fk9ipURaLZVWKu7PZY,9eIKdL3h33YYceRNUlPxK6fiQjdZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/DlCJjvOD6S7fk9ipURaLZVWKu7PZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,22YA27FBEPLRSELQ3HGZ2LAR,"",""
2025-09-28,12:41:21,America/Vancouver,Gift Shop,Admission - CHILD FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,XrSuhb4m3mH75up0emIB1M54ZE6YY,3pBt6TejEJxUDC6twFnvcf7m9TOZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/XrSuhb4m3mH75up0emIB1M54ZE6YY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,6XEY6DXE2BYJNONTAYWA3C7W,"",""
2025-09-28,12:41:21,America/Vancouver,Gift Shop,Admission - ADULT FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,XrSuhb4m3mH75up0emIB1M54ZE6YY,3pBt6TejEJxUDC6twFnvcf7m9TOZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/XrSuhb4m3mH75up0emIB1M54ZE6YY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,22YA27FBEPLRSELQ3HGZ2LAR,"",""
2025-09-28,12:41:21,America/Vancouver,Gift Shop,Admission - CHILD FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,XrSuhb4m3mH75up0emIB1M54ZE6YY,3pBt6TejEJxUDC6twFnvcf7m9TOZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/XrSuhb4m3mH75up0emIB1M54ZE6YY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,6XEY6DXE2BYJNONTAYWA3C7W,"",""
2025-09-28,12:41:09,America/Vancouver,Gift Shop,Admission - ADULT FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,PDwiJa9Wkttr862p47iSfw8VS1KZY,d6GqDJAUYJP4ect2ElKdLs9LESKZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/PDwiJa9Wkttr862p47iSfw8VS1KZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,22YA27FBEPLRSELQ3HGZ2LAR,"",""
2025-09-28,12:17:34,America/Vancouver,Gift Shop,Admission - CHILD FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,7l6kBUamCsQKM9sAR33kQ9XlDVEZY,nzQIgEEGGNi08UXipyVUHHS9OkBZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/7l6kBUamCsQKM9sAR33kQ9XlDVEZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,6XEY6DXE2BYJNONTAYWA3C7W,"",""
2025-09-28,12:17:34,America/Vancouver,Gift Shop,Admission - ADULT FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,7l6kBUamCsQKM9sAR33kQ9XlDVEZY,nzQIgEEGGNi08UXipyVUHHS9OkBZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/7l6kBUamCsQKM9sAR33kQ9XlDVEZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,22YA27FBEPLRSELQ3HGZ2LAR,"",""
2025-09-28,12:17:08,America/Vancouver,Gift Shop,Admission - CHILD FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,NAxLPfIXOYcD4k1VlH6S6q8ag0WZY,16kG4nPmCf7ythfkVH1RiE44dS7YY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/NAxLPfIXOYcD4k1VlH6S6q8ag0WZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,6XEY6DXE2BYJNONTAYWA3C7W,"",""
2025-09-28,12:04:10,America/Vancouver,Gift Shop,Admission - ADULT FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,rpGNkUE7CpOjZph0JkhxpMljOtNZY,tIVKG2zxBZUXq74QO4hAns5JAMYZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/rpGNkUE7CpOjZph0JkhxpMljOtNZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,22YA27FBEPLRSELQ3HGZ2LAR,"",""
2025-09-28,12:04:10,America/Vancouver,Gift Shop,Admission - CHILD FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,rpGNkUE7CpOjZph0JkhxpMljOtNZY,tIVKG2zxBZUXq74QO4hAns5JAMYZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/rpGNkUE7CpOjZph0JkhxpMljOtNZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,6XEY6DXE2BYJNONTAYWA3C7W,"",""
2025-09-28,11:57:31,America/Vancouver,Gift Shop,Admission - ADULT FREE,2.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,7znhOYmR72Ga6Mitm6NCveAtlDSZY,vlXokEIMBKtMZAffA2jm4aAriUDZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/7znhOYmR72Ga6Mitm6NCveAtlDSZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,2,Physical Good,"",Atlin Promenade,22YA27FBEPLRSELQ3HGZ2LAR,"",""
2025-09-27,16:03:49,America/Vancouver,Admission,Admission ADULT,2.0,Regular,"","",$10.00,$0.00,$10.00,$0.00,NuQ92vivPwDl1e34XSP4LBFNtWBZY,jTfVDyiQTPDta4t0IjJLAMhkxuHZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/NuQ92vivPwDl1e34XSP4LBFNtWBZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,2,Physical Good,"",Atlin Promenade,1f168eb7-6e2e-409a-9daf-4b514ad533a8,Visa,1831
2025-09-27,16:03:49,America/Vancouver,Admission,Admission CHILD,1.0,Regular,"","",$3.00,$0.00,$3.00,$0.00,NuQ92vivPwDl1e34XSP4LBFNtWBZY,jTfVDyiQTPDta4t0IjJLAMhkxuHZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/NuQ92vivPwDl1e34XSP4LBFNtWBZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,K7IAU2HC5FARBSCQENZ2UFSU,Visa,1831
2025-09-27,14:13:49,America/Vancouver,Admission,Admission ADULT,1.0,Regular,"","",$5.00,$0.00,$5.00,$0.00,pMeAmJPdcJjVsAJ3R8ymDCwMBzBZY,dsRRoUS4PaknHM4ffwcGvJdOM7YZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/pMeAmJPdcJjVsAJ3R8ymDCwMBzBZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,1f168eb7-6e2e-409a-9daf-4b514ad533a8,"",""
2025-09-27,14:13:49,America/Vancouver,Admission,Admission CHILD,2.0,Regular,"","",$6.00,$0.00,$6.00,$0.00,pMeAmJPdcJjVsAJ3R8ymDCwMBzBZY,dsRRoUS4PaknHM4ffwcGvJdOM7YZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/pMeAmJPdcJjVsAJ3R8ymDCwMBzBZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,2,Physical Good,"",Atlin Promenade,K7IAU2HC5FARBSCQENZ2UFSU,"",""
2025-09-21,15:21:58,America/Vancouver,Admission,Admission ADULT,1.0,Regular,"","",$5.00,$0.00,$5.00,$0.00,7VakzKKe6qdVAY3TMZyqRMgC3WLZY,9O295Ni27n9rsRuGZ8sLgrdOBTaZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/7VakzKKe6qdVAY3TMZyqRMgC3WLZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,1f168eb7-6e2e-409a-9daf-4b514ad533a8,"",""
2025-09-21,14:11:41,America/Vancouver,Admission,Admission ADULT,2.0,Regular,"","",$10.00,$0.00,$10.00,$0.00,FMr4ppncADSBfDXC6xImAZla5UZZY,XTkA6dHYjhxpOjEnTzivcMGf6OWZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/FMr4ppncADSBfDXC6xImAZla5UZZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,2,Physical Good,"",Atlin Promenade,1f168eb7-6e2e-409a-9daf-4b514ad533a8,Visa,6706
2025-09-20,15:40:50,America/Vancouver,Admission,Admission ADULT,1.0,Regular,"","",$5.00,$0.00,$5.00,$0.00,Be1Ih5ZqLW916g1nPC6ULEoEI5GZY,lYnoVjn6cuFe4rW0K91Azczl5cPZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/Be1Ih5ZqLW916g1nPC6ULEoEI5GZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,1f168eb7-6e2e-409a-9daf-4b514ad533a8,Interac,3829
2025-09-20,15:40:50,America/Vancouver,Admission,Admission CHILD,1.0,Regular,"","",$3.00,$0.00,$3.00,$0.00,Be1Ih5ZqLW916g1nPC6ULEoEI5GZY,lYnoVjn6cuFe4rW0K91Azczl5cPZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/Be1Ih5ZqLW916g1nPC6ULEoEI5GZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,K7IAU2HC5FARBSCQENZ2UFSU,Interac,3829
2025-09-20,15:09:31,America/Vancouver,Gift Shop,Admission - ADULT FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,PXKsIj8vMeGGibjZPO7aHVgeV,7LbIPOPk5F2a93DJLUGYnRIIuaB,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/PXKsIj8vMeGGibjZPO7aHVgeV/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,22YA27FBEPLRSELQ3HGZ2LAR,"",""
2025-09-20,15:09:31,America/Vancouver,Gift Shop,Admission - CHILD FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,PXKsIj8vMeGGibjZPO7aHVgeV,7LbIPOPk5F2a93DJLUGYnRIIuaB,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/PXKsIj8vMeGGibjZPO7aHVgeV/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,6XEY6DXE2BYJNONTAYWA3C7W,"",""
2025-09-20,14:21:56,America/Vancouver,Admission,Admission ADULT,2.0,Regular,"","",$10.00,$0.00,$10.00,$0.00,p6fVk6aR32nDJQ1k2UDCmSaNhpMZY,b52Ucf0gFEQUEea4Nfy82Li41BTZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/p6fVk6aR32nDJQ1k2UDCmSaNhpMZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,2,Physical Good,"",Atlin Promenade,1f168eb7-6e2e-409a-9daf-4b514ad533a8,Visa,6575
2025-09-20,14:21:56,America/Vancouver,Admission,Admission CHILD,1.0,Regular,"","",$3.00,$0.00,$3.00,$0.00,p6fVk6aR32nDJQ1k2UDCmSaNhpMZY,b52Ucf0gFEQUEea4Nfy82Li41BTZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/p6fVk6aR32nDJQ1k2UDCmSaNhpMZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,K7IAU2HC5FARBSCQENZ2UFSU,Visa,6575
2025-09-18,14:27:00,America/Vancouver,Gift Shop,Admission - ADULT FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,TXl2M4ppdc2APRYhQyLzPSWocJDZY,54yYbwmaClFzqxmEFjj9Ft1i4nHZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/TXl2M4ppdc2APRYhQyLzPSWocJDZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,22YA27FBEPLRSELQ3HGZ2LAR,"",""
2025-09-18,14:27:00,America/Vancouver,Gift Shop,Admission - CHILD FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,TXl2M4ppdc2APRYhQyLzPSWocJDZY,54yYbwmaClFzqxmEFjj9Ft1i4nHZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/TXl2M4ppdc2APRYhQyLzPSWocJDZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,6XEY6DXE2BYJNONTAYWA3C7W,"",""
2025-09-18,13:02:38,America/Vancouver,Gift Shop,Stuffed Animal - Harbour Seal,1.0,Regular,"","",$16.63,$0.00,$16.63,$1.16,5KjnbXNYEyCLyipxuvTkMhNX0OWZY,FUtE5AGdBayOKL4MJkJnZpvW1mKZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/5KjnbXNYEyCLyipxuvTkMhNX0OWZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,5QWEIU7SHLYZC5Q3P3EKL6GQ,Visa,0002
2025-09-18,13:01:31,America/Vancouver,Admission,Admission ADULT,2.0,Regular,"","",$10.00,$0.00,$10.00,$0.00,xMgKwmGakF2EPnHo1vnJ6uqkLb6YY,B0o5LfXUtEaQCSVTQWFsmacfPDCZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/xMgKwmGakF2EPnHo1vnJ6uqkLb6YY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,2,Physical Good,"",Atlin Promenade,1f168eb7-6e2e-409a-9daf-4b514ad533a8,Visa,0002
2025-09-18,12:43:58,America/Vancouver,Admission,Admission - Family Day Pass,1.0,Regular,"","",$15.00,$0.00,$15.00,$0.00,5eBxVianIZY4FRcG6GcG8EAc52UZY,HvOYMbPEoOdDeyIuRB2RTBrluqVZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/5eBxVianIZY4FRcG6GcG8EAc52UZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,TIOMCIEQ2JEIZ7EYDF5KKM2U,Interac,4516
2025-09-14,16:24:23,America/Vancouver,Admission,Admission - Family Day Pass,1.0,Regular,"","",$15.00,$0.00,$15.00,$0.00,XpjLnj7ALLCf11hCaXR3eE6PJqaZY,zxqNjQmS4DDBVPf4va88di4TnicZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/XpjLnj7ALLCf11hCaXR3eE6PJqaZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,TIOMCIEQ2JEIZ7EYDF5KKM2U,"",""
2025-09-14,15:35:58,America/Vancouver,Gift Shop,Admission - ADULT FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,xiN51JE0wSOazdNTcMLQhzxsz1YZY,7nRymItA051P9aoFGVpazoowJh7YY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/xiN51JE0wSOazdNTcMLQhzxsz1YZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,22YA27FBEPLRSELQ3HGZ2LAR,"",""
2025-09-14,15:35:58,America/Vancouver,Gift Shop,Admission - CHILD FREE,1.0,Regular,"","",$0.00,$0.00,$0.00,$0.00,xiN51JE0wSOazdNTcMLQhzxsz1YZY,7nRymItA051P9aoFGVpazoowJh7YY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/xiN51JE0wSOazdNTcMLQhzxsz1YZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,6XEY6DXE2BYJNONTAYWA3C7W,"",""
2025-09-13,15:58:15,America/Vancouver,Admission,Admission ADULT,1.0,Regular,"","",$5.00,$0.00,$5.00,$0.00,fP6IY5P5Atc0KYRWgTFutBJ5c4DZY,DhaLxtArdW3fcWF0lIGtUkwXurMZY,North Coast Ecology Centre,"",https://app.squareup.com/dashboard/sales/transactions/fP6IY5P5Atc0KYRWgTFutBJ5c4DZY/by-unit/LK5YHD455SWY6,Payment,Atlin Promenade,"","","","",ea,1,Physical Good,"",Atlin Promenade,1f168eb7-6e2e-409a-9daf-4b514ad533a8,Interac,1224
